time_elapsed,bvp,baseline_cog
41.1,90.85091090909093,baseline
41.2,657.2266887445887,baseline
41.3,138.96143303030306,baseline
41.4,70.69236606060605,baseline
41.5,54.62496493506494,baseline
41.6,92.0684412121212,baseline
41.7,157.0903,baseline
41.8,317.94821471861474,baseline
41.9,224.92937818181818,baseline
42.0,203.7905718614719,baseline
42.1,42.38829242424242,baseline
42.2,307.6711883116883,baseline
42.3,49.007738181818176,baseline
42.4,232.64416181818171,baseline
42.5,314.2188796536797,baseline
42.6,181.97903606060606,baseline
42.7,160.5944678787879,baseline
42.8,117.19993506493505,baseline
42.9,150.5743909090909,baseline
43.0,81.56869393939392,baseline
43.1,120.82732242424241,baseline
43.2,394.7611878787879,baseline
43.3,489.6029518181818,baseline
43.4,145.19590151515152,baseline
43.5,165.2609497835498,baseline
43.6,130.42727606060606,baseline
43.7,59.14227878787879,baseline
43.8,176.69616623376623,baseline
43.9,117.91760242424242,baseline
44.0,352.2718995670995,baseline
44.1,271.50362969696965,baseline
44.2,363.2323493506493,baseline
44.3,42.84710181818181,baseline
44.4,44.54481636363635,baseline
44.5,158.09860043290044,baseline
44.6,453.2155145454546,baseline
44.7,131.63716272727274,baseline
44.8,111.66290909090908,baseline
44.9,262.53924454545455,baseline
45.0,107.01929523809527,baseline
45.1,113.4160296969697,baseline
45.2,534.0503982683985,baseline
45.3,87.21390303030302,baseline
45.4,139.23757121212122,baseline
45.5,171.45553506493505,baseline
45.6,213.1375009090908,baseline
45.7,212.65528545454544,baseline
45.8,196.78503939393934,baseline
45.9,329.3337796969697,baseline
46.0,77.12918398268395,baseline
46.1,99.5819818181818,baseline
46.2,175.7425813852814,baseline
46.3,232.08512545454542,baseline
46.4,175.48381666666668,baseline
46.5,351.6838714285714,baseline
46.6,175.04801090909078,baseline
46.7,228.27460575757576,baseline
46.8,129.76353506493504,baseline
46.9,32.4144893939394,baseline
47.0,57.19189393939393,baseline
47.1,141.70087575757577,baseline
47.2,413.83265670995667,baseline
47.3,128.41707939393942,baseline
47.4,528.7961960606061,baseline
47.5,42.26420173160173,baseline
47.6,51.29926242424242,baseline
47.7,69.47884727272725,baseline
47.8,234.80285887445882,baseline
47.9,82.71849454545455,baseline
48.0,242.21627878787876,baseline
48.1,86.26133393939395,baseline
48.2,288.11423896103895,baseline
48.3,101.9010206060606,baseline
48.4,226.63274969696968,baseline
48.5,62.53848138528137,baseline
48.6,59.47149696969698,baseline
48.7,73.65709212121213,baseline
48.8,381.43544891774894,baseline
48.9,242.5525984848485,baseline
49.0,132.48746233766235,baseline
49.1,167.03977030303028,baseline
49.2,165.1014670995671,baseline
49.3,97.92701969696968,baseline
49.4,65.16678060606058,baseline
49.5,455.91177575757575,baseline
49.6,65.58426363636363,baseline
49.7,169.76820787878785,baseline
49.8,135.1857844155844,baseline
49.9,83.60151212121211,baseline
50.0,289.9191536796536,baseline
50.1,249.27797787878782,baseline
50.2,112.46194285714286,baseline
50.3,102.00062151515152,baseline
50.4,92.75292181818185,baseline
50.5,191.49800476190475,baseline
50.6,108.76796636363638,baseline
50.7,221.22728454545447,baseline
50.8,270.92780216450205,baseline
50.9,71.45646454545455,baseline
51.0,71.80511904761902,baseline
51.1,259.6271933333333,baseline
51.2,53.4592316017316,baseline
51.3,136.29918393939394,baseline
51.4,83.83282121212119,baseline
51.5,249.67746796536795,baseline
51.6,365.1338757575758,baseline
51.7,42.461548181818166,baseline
51.8,60.03552034632036,baseline
51.9,80.33867818181817,baseline
52.0,113.03087142857143,baseline
52.1,78.64760484848486,baseline
52.2,316.4896614718615,baseline
52.3,169.02256151515152,baseline
52.4,309.03520121212125,baseline
52.5,198.8654835497835,baseline
52.6,54.05529727272728,baseline
52.7,61.07906666666667,baseline
52.8,115.89820822510825,baseline
52.9,254.05148727272726,baseline
53.0,187.63542337662338,baseline
53.1,203.5637287878788,baseline
53.2,282.65356450216444,baseline
53.3,182.72847363636367,baseline
53.4,96.77172636363635,baseline
53.5,373.28072900432903,baseline
53.6,80.62703969696972,baseline
53.7,339.7396718181819,baseline
53.8,80.98879004329007,baseline
53.9,294.3385845454545,baseline
54.0,142.1940519480519,baseline
54.1,186.84710666666663,baseline
54.2,56.425653679653685,baseline
54.3,65.20122636363638,baseline
54.4,149.14470636363637,baseline
54.5,894.1127623376625,baseline
54.6,127.34332393939394,baseline
54.7,128.4600118181818,baseline
54.8,78.8276303030303,baseline
54.9,221.8653106060606,baseline
55.0,141.2284766233766,baseline
55.1,40.02197848484848,baseline
55.2,118.08170303030306,baseline
55.3,310.9104757575757,baseline
55.4,96.3061209090909,baseline
55.5,548.6746502164502,baseline
55.6,275.00300484848486,baseline
55.7,164.8154584848485,baseline
55.8,61.91823030303032,baseline
55.9,101.88809151515153,baseline
56.0,167.2017636363636,baseline
56.1,87.67886575757575,baseline
56.2,85.69829870129868,baseline
56.3,83.3129193939394,baseline
56.4,344.83127575757584,baseline
56.5,504.5083493506494,baseline
56.6,152.76797181818185,baseline
56.7,54.16109818181815,baseline
56.8,334.7342852813853,baseline
56.9,42.199367878787875,baseline
57.0,61.49740562770562,baseline
57.1,43.44683575757577,baseline
57.2,414.6752545454546,baseline
57.3,80.44176363636365,baseline
57.4,242.15022424242423,baseline
57.5,730.2716653679652,baseline
57.6,118.96377363636363,baseline
57.7,117.2557096969697,baseline
57.8,57.71119653679654,baseline
57.9,86.26382424242425,baseline
58.0,367.92521515151515,baseline
58.1,89.7631515151515,baseline
58.2,158.73743722943726,baseline
58.3,245.33803303030297,baseline
58.4,210.73115090909093,baseline
58.5,386.28051774891776,baseline
58.6,38.034843030303,baseline
58.7,205.93297696969694,baseline
58.8,466.88087575757584,baseline
58.9,137.98590272727276,baseline
59.0,182.31235238095235,baseline
59.1,219.6309518181818,baseline
59.2,215.0890324675324,baseline
59.3,62.66674181818182,baseline
59.4,54.67478242424243,baseline
59.5,420.6239372294373,baseline
59.6,82.54523818181819,baseline
59.7,352.4847878787879,baseline
59.8,208.87562467532464,baseline
59.9,331.5905112121212,baseline
60.0,39.22878831168832,baseline
60.1,91.45452303030301,baseline
60.2,81.78815108225109,baseline
60.3,81.65683545454544,baseline
60.4,132.75953090909096,baseline
60.5,592.4767458874459,baseline
60.6,329.2149375757576,baseline
60.7,180.50045636363635,baseline
60.8,211.26401991341993,baseline
60.9,88.21690060606062,baseline
61.0,276.6203939393939,baseline
61.1,122.02432727272726,baseline
61.2,74.85719177489177,baseline
61.3,132.33280757575756,baseline
61.4,434.4284409090911,baseline
61.5,99.68917272727272,baseline
