time_elapsed,bvp,eda,temp
0.0,0.43970224728899626,1.0,0.0
1.0,0.6632232419825009,0.5840324887688884,0.9955916064186212
2.0,0.4876205372971644,0.5835697691012978,0.996790689472757
3.0,0.5093090897415354,0.5838726124129148,0.9955034385469954
4.0,0.4818320381792853,0.5823967238289101,0.9950449656145306
5.0,0.29736431828055987,0.5815191851191199,0.9943572562158352
6.0,0.47138337149867204,0.5807692360871042,0.9931934403103515
7.0,0.6576711769021627,0.5807611270487141,0.9936519132428145
8.0,0.6950891159319771,0.5781368068019361,0.9949920648915533
9.0,0.6403698142102503,0.57565604518411,0.9937400811144421
10.0,0.34939764206329915,0.5834729464355413,0.9913419150061724
11.0,0.5743199143867613,0.5947199771541856,0.9922412272967733
12.0,0.5347979114467586,0.594337002592239,0.9923470287427261
13.0,0.31710605487316523,0.5950790605707674,0.9919767236818906
14.0,0.7220411402505126,0.5956531892081927,0.9919767236818906
15.0,0.38000566138988034,0.6015407247679143,0.9915358843237527
16.0,0.7045890132100885,0.6003441371260065,0.9913948157291479
17.0,0.43731709115894335,0.5957170712410413,0.9895080232763167
18.0,0.5525563267296301,0.5993382987304721,0.9882736730735324
19.0,0.5831555123739623,0.6045708706226094,0.9885381766884169
20.0,0.5859578373582611,0.602927519808008,0.9882207723505552
21.0,0.4302466757448822,0.6025450123565677,0.9879210015870221
22.0,0.5481501477532336,0.5967071399858812,0.9902839005466415
23.0,0.41674160396391285,0.5929899244014656,0.9911832128372406
24.0,0.5676316355523943,0.5821817969427281,0.9912890142831952
25.0,0.342193840175878,0.5803870026738276,0.9922412272967733
26.0,0.7272674851160542,0.5803391767861175,0.9948862634456006
27.0,0.45647523000162676,0.5807062259938676,0.9945335919590885
28.0,0.579188652637485,0.5831868319081916,0.9945688591077424
29.0,0.52833398898413,0.5827802277827638,0.9937400811144421
30.0,0.5741725792098407,0.5844790650973797,0.9934579439252342
31.0,0.4277065450927209,0.586927919953552,0.9921530594251475
