time_elapsed,bvp,eda,temp
0.0,0.44088694414749086,0.3670217970180199,0.0
1.0,0.5461897167719233,0.2852624581053265,0.9370661377679461
2.0,0.47838008882465255,0.41614740516322885,0.936333816461973
3.0,0.5094848962675711,0.526715402655807,0.9370661377679461
4.0,0.5152000128681355,0.5766916178498604,0.9358761156457396
5.0,0.5058296036565939,0.5800833118777728,0.9342436494011741
6.0,0.5256291548320435,0.5832156054774582,0.9324433595239912
7.0,0.47575841746233605,0.5878191153526013,0.9307346098100542
8.0,0.5444305673998627,0.5905961730199674,0.929239453810359
9.0,0.5147424167228325,0.5918878302401389,0.92920894042261
10.0,0.4703950282881521,0.5917884856310602,0.9297886947898384
11.0,0.5237837454599955,0.5893566389371343,0.92920894042261
12.0,0.5580309785174624,0.5889923532077437,0.9288732931573733
13.0,0.47698115612051395,0.5901373409208432,0.9312685940956591
14.0,0.4893057364753583,0.5889499004249905,0.9350522541765187
15.0,0.4813006108981648,0.5894750619959581,0.9348539171561523
16.0,0.5336194344192111,0.5897448235183835,0.9352811045846368
17.0,0.5029099106941731,0.5967612013701653,0.9350064840948971
18.0,0.5403549237497388,0.61279478963659,0.9339080021359374
19.0,0.47885908238734015,0.6142660945631211,0.9339385155236872
20.0,0.5176188253918965,0.619224230894454,0.9325348996872371
21.0,0.47096860609857116,0.6241776170057729,0.9328705469524747
22.0,0.5269099098657524,0.6319004367921495,0.9346403234419096
23.0,0.5097120872039854,0.6539290834445866,0.9326416965443585
24.0,0.5045073523376273,0.6586374342953567,0.9304752460141898
25.0,0.5145259503832585,0.6575208740264462,0.9302769089938208
26.0,0.5021997925772536,0.6525200115715508,0.9307956365855521
27.0,0.48593740604759567,0.6445570951281703,0.9295903577694711
28.0,0.525698220269205,0.6450392904789184,0.9297429247082158
29.0,0.5100082924916155,0.6401093969020384,0.9287512396063766
30.0,0.48732480230256786,0.6356572698160337,0.9273171103821811
31.0,0.5270612091781011,0.6355673776276514,0.9258524677702331
32.0,0.5079439667256526,0.6283898875314307,0.9257609276069889
33.0,0.5195805112087742,0.6175926706838593,0.9257761843008616
34.0,0.511971247172928,0.605542522359994,0.9247082157296518
35.0,0.5051307099503617,0.6236594514820109,0.9244030818521622
36.0,0.5049996827838913,0.6170757832130715,0.9237012739339381
37.0,0.5078185003334048,0.613303787161849,0.9234113967503239
38.0,0.5109761046869767,0.6095709047029498,0.9226485620566027
39.0,0.49898259922944443,0.6074134958755688,0.921733160424135
40.0,0.511504359598666,0.6111324490345673,0.9212754596079034
41.0,0.4746049175193245,0.6155277101508092,0.9206651918529261
42.0,0.527356660602857,0.6162420420309329,0.9202685178121905
43.0,0.5167981738569329,0.6140844891455579,0.9210466091997871
44.0,0.518194008267501,0.6069024076624965,0.9205889083835537
45.0,0.48307730415046385,0.5977616102640066,0.9209703257304138
46.0,0.5150331337230547,0.5844194427280869,0.91999389732245
47.0,0.5248108387532185,0.5930773244858578,0.9190632389961095
48.0,0.5086540620610017,0.5972643959439143,0.9180257838126469
49.0,0.4695949602471952,0.5933612110793047,0.9167747349149442
50.0,0.5409412840921886,0.5883935152072284,0.9156457395682356
51.0,0.49096437010718313,0.5863354103571843,0.916011900221223
52.0,0.5207176802175819,0.5846890306421606,0.9146387977725237
53.0,0.5165918038951377,0.5788472758185426,0.9142573804256617
54.0,0.5010430769810664,0.5701724838685289,0.9145014875276525
55.0,0.5233296776966977,0.5693824439717599,0.9142573804256617
56.0,0.47483213468906227,0.5690371406534513,0.9135860858951865
57.0,0.49675309465197115,0.5667567099928164,0.9116637424670087
58.0,0.5329629213373775,0.5716767596067591,0.9118468227935015
59.0,0.5061569955333625,0.5731906170485008,0.9117400259363801
60.0,0.5079635381656542,0.5647219831695753,0.911068731405904
61.0,0.4971395839933373,0.5637520665511735,0.9110534747120322
62.0,0.4960241334149512,0.5713004468817497,0.9103821801815544
63.0,0.5310977858867896,0.578477102180363,0.9098329392020759
64.0,0.48888451559443363,0.5791777374696534,0.909649858875583
65.0,0.5322174517460452,0.580441092834656,0.9090701045083547
66.0,0.5010992687599156,0.5755301890564481,0.9086429170798693
